index,en_date,en_title,en_link_1,en_desc_1,en_link_2,en_desc_2,tc_date,tc_title,tc_link_1,tc_desc_1,tc_link_2,tc_desc_2,sc_date,sc_title,sc_link_1,sc_desc_1,sc_link_2,sc_desc_2
150,22 October 2019,Mechanism for Identifying and Reporting Suspected Child Abuse Cases,https://web.archive.org/web/20191205105201/http://ofomb.ombudsman.hk/abc/files/DI419_-_Report_Full_set_EN.docx,Report (Word),https://web.archive.org/web/20220715045913/https://ofomb.ombudsman.hk/abc/files/DI_419_Executive_Summary_EN.docx,Summary (Word),2019年10月22日,有關辨識和通報懷疑虐待兒童個案的機制,https://web.archive.org/web/20191205031705/http://ofomb.ombudsman.hk/abc/files/DI419_-_Report_Full_set_TC_0.docx,全文 (Word),https://web.archive.org/web/20220812162117/https://ofomb.ombudsman.hk/abc/files/DI_419_Executive_Summary_TC.docx,摘要 (Word),2019年10月22日,有关辨识和通报怀疑虐待儿童个案的机制,https://ofomb.ombudsman.hk/abc/files/DI419_-_Report_Full_set_SC_0.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI_419_Executive_Summary_SC.docx,摘要 (Word)
149,14 August 2019,Buildings Department’s Implementation of Mandatory Window Inspection Scheme,https://web.archive.org/web/20191204114216/http://ofomb.ombudsman.hk/abc/files/DI_420_full_Report_Eng.docx,Report (Word),https://web.archive.org/web/20220715045904/https://ofomb.ombudsman.hk/abc/files/DI_420_Executive_Summary_Eng_.docx,Summary (Word),2019年8月14日,屋宇署「強制驗窗計劃」的執行,https://web.archive.org/web/20191204061940/http://ofomb.ombudsman.hk/abc/files/DI_420_-_Report_full_set_.docx,全文 (Word),https://web.archive.org/web/20220812155025/https://ofomb.ombudsman.hk/abc/files/DI_420_Executive_Summary_Chinese_.docx,摘要 (Word),2019年8月14日,屋宇署「强制验窗计划」的执行,https://ofomb.ombudsman.hk/abc/files/DI_420_-_Report_full_set_SimpChinese_.docx,全文 (Word),https://ofomb.ombudsman.hk/abc/files/DI_420_Executive_Summary_SimpChinese_.docx,摘要 (Word)
148,March 2019,Government’s Follow-up Mechanism Regarding Psychological Health Assessment of School Children,,,https://web.archive.org/web/20190717143641/http://ofomb.ombudsman.hk/abc/files/Executive_Summary_Mechanism_Regarding_Psychological_Health_Assessment_of_School_Children.pdf,Summary (PDF),2019年3月,政府當局對學童心理健康評估的跟進機制,https://web.archive.org/web/20210630110122/https://ofomb.ombudsman.hk/abc/files/2019_3_DI411_FR___TC.pdf,全文 (PDF),https://web.archive.org/web/20220812154531/http://ofomb.ombudsman.hk/abc/files/Executive_Summary__.pdf,摘要 (PDF),2019年3月,政府当局对学童心理健康评估的跟进机制,https://web.archive.org/web/20221115050958/https://www.ombudsman.hk/wp-content/uploads/2022/07/2019_3_DI411_FR___SC.pdf,全文 (PDF),https://ofomb.ombudsman.hk/abc/files/Executive_Summary___1.pdf,摘要 (PDF)
147,March 2019,Marine Department’s Arrangements for Private Vessel Moorings,,,https://web.archive.org/web/20211127183349/http://ofomb.ombudsman.hk/abc/files/Executive_Summary_Marine_Department_s_Arrangements_for_Private_Vessel_Moorings.pdf,Summary (PDF),2019年3月,海事處就私人船隻的繫泊安排,https://web.archive.org/web/20221115042408/https://www.ombudsman.hk/wp-content/uploads/2022/07/2019_3_DI418_FR___TC.pdf,全文 (PDF),https://web.archive.org/web/20220812155504/http://ofomb.ombudsman.hk/abc/files/Executive_Summary_.pdf,摘要 (PDF),2019年3月,海事处就私人船只的系泊安排,https://web.archive.org/web/20221115054631/https://www.ombudsman.hk/wp-content/uploads/2022/07/2019_3_DI418_FR___SC.pdf,全文 (PDF),https://ofomb.ombudsman.hk/abc/files/Executive_Summary___0.pdf,摘要 (PDF)
146,February 2019,Government’s support for non-Chinese speaking students,https://web.archive.org/web/20190717143600/http://ofomb.ombudsman.hk/abc/files/2019-2_FR_DI422_Governments_support_for_non-Chinese_speaking_students.pdf,Report (PDF),,,2019年2月,政府對非華語學生的支援,https://web.archive.org/web/20220710044126/https://ofomb.ombudsman.hk/abc/files/2019-2_FR_DI422_.pdf,全文 (PDF),,,2019年2月,政府对非华语学生的支援,https://web.archive.org/web/20221115054219/https://www.ombudsman.hk/wp-content/uploads/2022/07/2019-2_FR_DI422_SC.pdf,全文 (PDF),,
145,February 2019,Government’s handling of two trees in front of Tang Chi Ngong Building of University of Hong Kong,,,https://web.archive.org/web/20190717143424/http://ofomb.ombudsman.hk/abc/files/2019-2_DI423_ES_two_trees_of_HKU.pdf,Summary (PDF),2019年2月,政府對香港大學鄧志昂樓前兩棵樹的處理,https://web.archive.org/web/20190717145614/http://ofomb.ombudsman.hk/abc/files/2019-2_DI423_FC__.pdf,全文 (PDF),https://web.archive.org/web/20220812154512/http://ofomb.ombudsman.hk/abc/files/2019-2_DI423_ES__.pdf,摘要 (PDF),2019年2月,政府对香港大学邓志昂楼前两棵树的处理,https://web.archive.org/web/20221115050940/https://www.ombudsman.hk/wp-content/uploads/2022/07/2019-2_DI423_FC__SC.pdf,全文 (PDF),https://web.archive.org/web/20221115055531/https://www.ombudsman.hk/wp-content/uploads/2022/07/2019-2_DI423_ES__SC.pdf,摘要 (PDF)
144,December 2018,Social Welfare Department’s Monitoring of Services of Residential Care Homes for the Elderly,,,https://web.archive.org/web/20190717142844/http://ofomb.ombudsman.hk/abc/files/2018_12_ES_SWD_Monitoring_of_Services_of_Residential_Care_Homes_for_the_Elderly_0.pdf,Summary (PDF),2018年12月,社會福利署對安老院服務的監管,https://web.archive.org/web/20190717144938/http://ofomb.ombudsman.hk/abc/files/2018_12_FR__.pdf,全文 (PDF),https://web.archive.org/web/20220812175345/https://ofomb.ombudsman.hk/abc/files/2018_12_ES__.pdf,摘要 (PDF),2018年12月,社会福利署对安老院服务的监管,https://web.archive.org/web/20211202222708/https://ofomb.ombudsman.hk/abc/files/2018_12_FR___0.pdf,全文 (PDF),https://ofomb.ombudsman.hk/abc/files/2018_12_ES___0.pdf,摘要 (PDF)
143,December 2018,Government’s Regulation of Proprietary Chinese Medicine,,,https://web.archive.org/web/20190717142839/http://ofomb.ombudsman.hk/abc/files/2018_12_ES_Government_Regulation_of_Proprietary_Chinese_Medicine_0.pdf,Summary (PDF),2018年12月,政府對未註冊中成藥產品的規管,https://web.archive.org/web/20190717055309/http://ofomb.ombudsman.hk/abc/files/2018_12_FR___3.pdf,全文 (PDF),https://web.archive.org/web/20220812155054/http://ofomb.ombudsman.hk/abc/files/2018_12_ES___3.pdf,摘要 (PDF),2018年12月,政府对未注册中成药产品的规管,https://ofomb.ombudsman.hk/abc/files/2018_12_FR___4.pdf,全文 (PDF),https://ofomb.ombudsman.hk/abc/files/2018_12_ES___4.pdf,摘要 (PDF)
142,November 2018,Regulation of illegal burials outside Permitted Burial Grounds by the Home Affairs Department and the Lands Department,https://web.archive.org/web/20190717144912/http://ofomb.ombudsman.hk/abc/files/DI417_Burial_Ground_DI_Report_Eng_0.pdf,Report (PDF),,,2018年11月,民政事務總署及地政總署對在「認可殯葬區」外非法殯葬的規管,https://web.archive.org/web/20220414185429/https://ofomb.ombudsman.hk/abc/files/DI417_Burial_Ground_DI_Report_TC_0.pdf,全文 (PDF),,,2018年11月,民政事务总署及地政总署对在「认可殡葬区」外非法殡葬的规管,https://web.archive.org/web/20221115052259/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI417_Burial_Ground_DI_Report_SC_0.pdf,全文 (PDF),,
141,October 2018,Housing Department’s Arrangement for Using Idle Spaces in Public Housing Estates,,,https://web.archive.org/web/20190717143120/http://ofomb.ombudsman.hk/abc/files/DI_413_Housing_Department_s_Arrangement_for_Using_Idle_Spaces_in_Public_Housing_Estates_Executive_Summary.pdf,Summary (PDF),2018年10月,房屋署就公共屋邨閒置空間的使用安排,https://web.archive.org/web/20190717143637/http://ofomb.ombudsman.hk/abc/files/DI_413__.pdf,全文 (PDF),https://web.archive.org/web/20220812155500/http://ofomb.ombudsman.hk/abc/files/DI_413___0.pdf,摘要 (PDF),2018年10月,房屋署就公共屋邨闲置空间的使用安排,https://ofomb.ombudsman.hk/abc/files/DI_413___1.pdf,全文 (PDF),https://ofomb.ombudsman.hk/abc/files/DI_413___2.pdf,摘要 (PDF)
140,August 2018,Food and Environmental Hygiene Department’s Rental Management of Market Stalls,,,https://web.archive.org/web/20190717142924/http://ofomb.ombudsman.hk/abc/files/FEHD_Rental_Management_of_Market_Stalls.pdf,Summary (PDF),2018年8月,食物環境衞生署對街市攤檔的租務管理,https://web.archive.org/web/20190717145201/http://ofomb.ombudsman.hk/abc/files/DI403_.pdf,全文 (PDF),https://web.archive.org/web/20220523040030/http://ofomb.ombudsman.hk/abc/files/__20.pdf,摘要 (PDF),2018年8月,食物环境卫生署对街市摊档的租务管理,https://web.archive.org/web/20221115055121/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI403_Report_SC_0.pdf,全文 (PDF),https://ofomb.ombudsman.hk/abc/files/__24.pdf,摘要 (PDF)
139,August 2018,Food and Environmental Hygiene Department’s Regulation of Market Stalls,,,https://web.archive.org/web/20190717142919/http://ofomb.ombudsman.hk/abc/files/FEHD_Regulation_of_Market_Stalls.pdf,Summary (PDF),2018年8月,食物環境衞生署對街市攤檔的規管,https://web.archive.org/web/20190717143632/http://ofomb.ombudsman.hk/abc/files/DI416_.pdf,全文 (PDF),https://web.archive.org/web/20220812180849/https://ofomb.ombudsman.hk/abc/files/Annex_2_ES_C.pdf,摘要 (PDF),2018年8月,食物环境卫生署对街市摊档的规管,https://web.archive.org/web/20221115055912/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI416_Report_SC.pdf,全文 (PDF),https://ofomb.ombudsman.hk/abc/files/__23.pdf,摘要 (PDF)
138,June 2018,Immigration Department’s mechanism for following up cases of unregistered birth,,,https://web.archive.org/web/20190717145428/http://ofomb.ombudsman.hk/abc/files/DI391_ES_E-11_6_2018.pdf,Summary (PDF),2018年6月,入境事務處對逾期未辦理出生登記個案的跟進,https://web.archive.org/web/20190717142915/http://ofomb.ombudsman.hk/abc/files/DI391_full_TC-11_6_2018.pdf,全文 (PDF),https://web.archive.org/web/20220812160114/http://ofomb.ombudsman.hk/abc/files/DI391_ES_TC-11_6_2018.pdf,摘要 (PDF),2018年6月,入境事务处对逾期未办理出生登记个案的跟进,https://web.archive.org/web/20221115054810/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI391_full_SC-11_6_2018.pdf,全文 (PDF),https://web.archive.org/web/20221115055959/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI391_ES_SC-11_6_2018.pdf,摘要 (PDF)
137,April 2018,Government Departments' Handling of the Problem of Air-conditioner Dripping,https://web.archive.org/web/20190717143842/http://ofomb.ombudsman.hk/abc/files/DI414_full_E-17_4_2018.pdf,Report (PDF),,,2018年4月,政府部門如何處理冷氣機滴水問題,https://web.archive.org/web/20220812154506/http://ofomb.ombudsman.hk/abc/files/DI414_full_TC-17_4_2018.pdf,全文 (PDF),,,2018年4月,政府部门如何处理冷气机滴水问题,https://web.archive.org/web/20221115051001/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI414_full_SC-17_4_2018.pdf,全文 (PDF),,
136,March 2018,Water Supplies Department's Maintenance of Government Water Mains and Risk Management,,,https://web.archive.org/web/20190717145026/http://ofomb.ombudsman.hk/abc/files/DI390_ES_E-17_4_2018.pdf,Summary (PDF),2018年3月,水務署對政府水管的修護和危機處理,https://web.archive.org/web/20190717145544/http://ofomb.ombudsman.hk/abc/files/DI390_full_TC-17_4_2018.pdf,全文 (PDF),https://web.archive.org/web/20220812155518/http://ofomb.ombudsman.hk/abc/files/DI390_ES_TC-17_4_2018.pdf,摘要 (PDF),2018年3月,水务署对政府水管的修护和危机处理,https://web.archive.org/web/20211202223805/http://ofomb.ombudsman.hk/abc/files/DI390_full_SC-17_4_2018_0.pdf,全文 (PDF),https://web.archive.org/web/20221115054000/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI390_ES_SC-17_4_2018.pdf,摘要 (PDF)
135,February 2018,The Mechanism of the Food and Health Bureau and the Department of Health for Handling Smoking Offences,,,https://web.archive.org/web/20190717144847/http://ofomb.ombudsman.hk/abc/files/DI369_ES_E-1_2_2018.pdf,Summary (PDF),2018年2月,食物及衞生局及衞生署處理違例吸煙的機制,https://web.archive.org/web/20190717143621/http://ofomb.ombudsman.hk/abc/files/DI369_full_TC-1_2_2018.pdf,全文 (PDF),https://web.archive.org/web/20220812175731/https://ofomb.ombudsman.hk/abc/files/DI369_ES_TC-1_2_2018.pdf,摘要 (PDF),2018年2月,食物及卫生局及卫生署处理违例吸烟的机制,https://web.archive.org/web/20211202224241/http://ofomb.ombudsman.hk/abc/files/DI369_full_SC-1_2_2018.pdf,全文 (PDF),https://web.archive.org/web/20221115052257/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI369_ES_SC-1_2_2018.pdf,摘要 (PDF)
134,February 2018,Government’s Control over Fly-tipping of Construction Waste and Landfilling Activities on Private Land,,,https://web.archive.org/web/20190717145036/http://ofomb.ombudsman.hk/abc/files/DI410_ES_E-1_2_2018_0.pdf,Summary (PDF),2018年2月,政府對私人土地傾倒建築廢物及堆填活動的規管,https://web.archive.org/web/20220307204004/https://ofomb.ombudsman.hk/abc/files/DI410_full_TC-1_2_2018.pdf,全文 (PDF),https://web.archive.org/web/20220812155107/http://ofomb.ombudsman.hk/abc/files/DI410_ES_TC-1_2_2018.pdf,摘要 (PDF),2018年2月,政府对私人土地倾倒建筑废物及堆填活动的规管,https://web.archive.org/web/20211202210243/http://ofomb.ombudsman.hk/abc/files/DI410_full_SC-1_2_2018.pdf,全文 (PDF),https://web.archive.org/web/20221115054429/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI410_ES_SC-1_2_2018.pdf,摘要 (PDF)
133,January 2018,Social Welfare Department’s Support Services for Persons with or Suspected to Have Mental Health Problems and Their Families/Carers and Neighbours,,,https://web.archive.org/web/20190717144852/http://ofomb.ombudsman.hk/abc/files/DI386_ES_E-4_1_2018.pdf,Summary (PDF),2018年1月,社會福利署為有或懷疑有精神健康問題的人士、其家人／照顧者及鄰居所提供的支援服務,https://web.archive.org/web/20190717144858/http://ofomb.ombudsman.hk/abc/files/DI386_full_TC-4_1_2018.pdf,全文 (PDF),https://web.archive.org/web/20220812154616/http://ofomb.ombudsman.hk/abc/files/DI386_ES_TC-4_1_2018.pdf,摘要 (PDF),2018年1月,社会福利署为有或怀疑有精神健康问题的人士、其家人／照顾者及邻居所提供的支援服务,https://web.archive.org/web/20221115055337/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI386_full_SC-4_1_2018.pdf,全文 (PDF),https://web.archive.org/web/20221115053419/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI386_ES_SC-4_1_2018.pdf,摘要 (PDF)
132,November 2017,Food and Environmental Hygiene Department’s System of Safety Control for Imported Fruits and Vegetables,,,https://web.archive.org/web/20190717145547/http://ofomb.ombudsman.hk/abc/files/DI393_ES_E-13_11_2017.pdf,Summary (PDF),2017年11月,食物環境衞生署對進口蔬果安全的監控制度,https://web.archive.org/web/20190717143742/http://ofomb.ombudsman.hk/abc/files/DI393_full_TC-13_11_2017.pdf,全文 (PDF),https://web.archive.org/web/20220812155748/http://ofomb.ombudsman.hk/abc/files/DI393_ES_TC-13_11_2017.pdf,摘要 (PDF),2017年11月,食物环境卫生署对进口蔬果安全的监控制度,https://web.archive.org/web/20211202223903/http://ofomb.ombudsman.hk/abc/files/DI393_full_SC-13_11_2017.pdf,全文 (PDF),https://web.archive.org/web/20221115054818/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI393_ES_SC-13_11_2017.pdf,摘要 (PDF)
131,October 2017,Transport Department’s handling of a road section enclosed and left idle for prolonged period,,,https://web.archive.org/web/20190717145654/http://ofomb.ombudsman.hk/abc/files/DI412_ES_E-31_10_2017.pdf,Summary (PDF),2017年10月,運輸署對長期被圍封及閒置道路的處理,https://web.archive.org/web/20190717055230/http://ofomb.ombudsman.hk/abc/files/DI412_full_TC-31_10_2017.pdf,全文 (PDF),https://web.archive.org/web/20220812154456/http://ofomb.ombudsman.hk/abc/files/DI412_ES_TC-31_10_2017.pdf,摘要 (PDF),2017年10月,运输署对长期被围封及闲置道路的处理,https://web.archive.org/web/20221115054758/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI412_full_SC-31_10_2017.pdf,全文 (PDF),https://web.archive.org/web/20221115054706/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI412_ES_SC-31_10_2017.pdf,摘要 (PDF)
130,September 2017,Lands Department’s Enforcement against a Village House with Irregularities,,,https://web.archive.org/web/20190717143938/http://ofomb.ombudsman.hk/abc/files/DI406_ES_E-12_9_2017.pdf,Summary (PDF),2017年9月,地政總署對某違規村屋的管制行動,https://web.archive.org/web/20190717144908/http://ofomb.ombudsman.hk/abc/files/DI406_full_TC-12_9_2017.pdf,全文 (PDF),https://web.archive.org/web/20220812154719/http://ofomb.ombudsman.hk/abc/files/DI406_ES_TC-12_9_2017.pdf,摘要 (PDF),2017年9月,地政总署对某违规村屋的管制行动,https://web.archive.org/web/20211202213659/http://ofomb.ombudsman.hk/abc/files/DI406_full_SC-12_9_2017.pdf,全文 (PDF),https://web.archive.org/web/20221115052956/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI406_ES_SC-12_9_2017.pdf,摘要 (PDF)
129,September 2017,Leisure and Cultural Services Department’s Criteria and Procedures for Procuring and Withdrawing Library Materials,,,https://web.archive.org/web/20190717145423/http://ofomb.ombudsman.hk/abc/files/DI357_ES_E-12_9_2017.pdf,Summary (PDF),2017年9月,康樂及文化事務署採購和註銷圖書館資料的準則和程序,https://web.archive.org/web/20190717143617/http://ofomb.ombudsman.hk/abc/files/DI357_full_TC-12_9_2017_0.pdf,全文 (PDF),https://web.archive.org/web/20220812155502/http://ofomb.ombudsman.hk/abc/files/DI357_ES_TC-12_9_2017.pdf,摘要 (PDF),2017年9月,康乐及文化事务署采购和注销图书馆资料的准则和程序,https://web.archive.org/web/20221115051943/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI357_full_SC-12_9_2017_SC.pdf,全文 (PDF),https://web.archive.org/web/20221115055115/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI357_ES_SC-12_9_2017.pdf,摘要 (PDF)
128,28 June 2017,Food and Environmental Hygiene Department’s criteria for publicising list of traders involved after issuing Food Safety Order,,,https://web.archive.org/web/20190717143625/http://ofomb.ombudsman.hk/abc/files/DI381_ES_E-28_6_2017.pdf,Summary (PDF),2017年6月,食物環境衞生署發出「食物安全命令」後公布商號名單與否的決定準則,https://web.archive.org/web/20190717145140/http://ofomb.ombudsman.hk/abc/files/DI381_full_TC-28_6_2017_0.pdf,全文 (PDF),,,2017年6月,食物环境卫生署发出「食物安全命令」后公布商号名单与否的决定准则,https://web.archive.org/web/20221115054102/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI381_full_SC-28_6_2017_0.pdf,全文 (PDF),,
127,28 June 2017,The arrangement between Housing Department and Water Supplies Department regarding payment of water charges for common areas and vacant units in public housing estates,,,https://web.archive.org/web/20190717143519/http://ofomb.ombudsman.hk/abc/files/DI408_ES_E-28_6_2017.pdf,Summary (PDF),2017年6月,房屋署及水務署就公共屋邨公共地方和空置單位的水費交收安排,https://web.archive.org/web/20190717143943/http://ofomb.ombudsman.hk/abc/files/DI408_full_TC-28_6_2017.pdf,全文 (PDF),https://web.archive.org/web/20220812154718/http://ofomb.ombudsman.hk/abc/files/DI408_ES_TC-28_6_2017.pdf,摘要 (PDF),2017年6月,房屋署及水务署就公共屋村公共地方和空置单位的水费交收安排,https://web.archive.org/web/20221115050950/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI408_full_SC-28_6_2017.pdf,全文 (PDF),https://web.archive.org/web/20221115052954/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI408_ES_SC-28_6_2017.pdf,摘要 (PDF)
126,May 2017,Government’s Regulation of Factory Canteens,,,https://web.archive.org/web/20190717145204/http://ofomb.ombudsman.hk/abc/files/DI405_ES_E-11_5_2017.pdf,Summary (PDF),2017年5月,政府對工廠食堂的規管,https://web.archive.org/web/20190717145210/http://ofomb.ombudsman.hk/abc/files/DI405_full_TC-11_5_2017.pdf,全文 (PDF),https://web.archive.org/web/20220812155546/http://ofomb.ombudsman.hk/abc/files/DI405_ES_TC-11_5_2017.pdf,摘要 (PDF),2017年5月,政府对工厂食堂的规管,https://web.archive.org/web/20211202212549/http://ofomb.ombudsman.hk/abc/files/DI405_full_SC-11_5_2017.pdf,全文 (PDF),https://web.archive.org/web/20221115053417/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI405_ES_SC-11_5_2017.pdf,摘要 (PDF)
125,April 2017,Hong Kong Airport Authority’s mechanism for issuing Airport Restricted Area Permits,https://web.archive.org/web/20190717145650/http://ofomb.ombudsman.hk/abc/files/DI409_full_E-24_4_2017.pdf,Report (PDF),,,2017年4月,香港機場管理局簽發機場禁區通行證的機制,https://web.archive.org/web/20220812155412/http://ofomb.ombudsman.hk/abc/files/DI409_full_TC-24_4_2017.pdf,全文 (PDF),,,2017年4月,香港机场管理局签发机场禁区通行证的机制,https://web.archive.org/web/20221115054416/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI409_full_SC-24_4_2017.pdf,全文 (PDF),,
124,March 2017,Housing Department’s Mechanism for Taking Follow-up Action against Unauthorised Alterations by Public Housing Tenants,,,https://web.archive.org/web/20190717055204/http://ofomb.ombudsman.hk/abc/files/DI404_ES_E-11_5_2017.pdf,Summary (PDF),2017年3月,房屋署對公屋租戶在單位內進行違規改動的跟進機制,https://web.archive.org/web/20190717145032/http://ofomb.ombudsman.hk/abc/files/DI404_full_TC-11_5_2017.pdf,全文 (PDF),https://web.archive.org/web/20170828204222/http://ofomb.ombudsman.hk/abc/files/DI404_ES_TC-11_5_2017.pdf,摘要 (PDF),2017年3月,房屋署对公屋租户在单位內进行违规改动的跟进机制,https://web.archive.org/web/20221115053410/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI404_full_SC-11_5_2017.pdf,全文 (PDF),https://web.archive.org/web/20221115052315/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI404_ES_SC-11_5_2017.pdf,摘要 (PDF)
123,March 2017,Education Bureau’s Regulation of Institutions Offering Non-local Higher and Professional Education Courses,,,https://web.archive.org/web/20190717143514/http://ofomb.ombudsman.hk/abc/files/DI407_ES_E-9_3_2017.pdf,Summary (PDF),2017年3月,教育局對提供非本地高等及專業教育課程的機構之監管,https://web.archive.org/web/20190717145645/http://ofomb.ombudsman.hk/abc/files/DI407_full_TC-9_3_2017.pdf,全文 (PDF),https://web.archive.org/web/20220812154612/http://ofomb.ombudsman.hk/abc/files/DI407_ES_TC-9_3_2017.pdf,摘要 (PDF),2017年3月,教育局对提供非本地高等及专业教育课程的机构之监管,https://web.archive.org/web/20211202221158/http://ofomb.ombudsman.hk/abc/files/DI407_full_SC-9_3_2017_0.pdf,全文 (PDF),https://web.archive.org/web/20221115051948/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI407_ES_SC-9_3_2017.pdf,摘要 (PDF)
122,March 2017,Government Regulation of Special Transport Services to Persons with Mobility Difficulties,,,https://web.archive.org/web/20190717142940/http://ofomb.ombudsman.hk/abc/files/IR360_ES_E-9_3_2017.pdf,Summary (PDF),2017年3月,政府對為行動困難人士提供「特別交通服務」的監管,https://web.archive.org/web/20190717143530/http://ofomb.ombudsman.hk/abc/files/IR360_full_TC-9_3_2017.pdf,全文 (PDF),https://web.archive.org/web/20220812155221/http://ofomb.ombudsman.hk/abc/files/IR360_ES_TC_9_3_2017.pdf,摘要 (PDF),2017年3月,政府对为行动困难人士提供「特别交通服务」的监管,https://web.archive.org/web/20211202224034/http://ofomb.ombudsman.hk/abc/files/IR360_full_SC-9_3_2017_0.pdf,全文 (PDF),https://web.archive.org/web/20221115055118/https://www.ombudsman.hk/wp-content/uploads/2022/07/IR360_ES_SC-9_3_2017.pdf,摘要 (PDF)
121,January 2017,Arrangements on Display of Publicity Materials in Public Housing Estates,,,https://web.archive.org/web/20190717145144/http://ofomb.ombudsman.hk/abc/files/DI383_ES_E-19_1_2017.pdf,Summary (PDF),2017年1月,公共屋邨展示宣傳品的安排,https://web.archive.org/web/20190717145640/http://ofomb.ombudsman.hk/abc/files/DI383_full_TC-19_1_2017.pdf,全文 (PDF),https://web.archive.org/web/20220812162247/http://ofomb.ombudsman.hk/abc/files/DI383_ES_TC-19_1_2017.pdf,摘要 (PDF),2017年1月,公共屋邨展示宣传品的安排,https://web.archive.org/web/20221115051358/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI383_full_SC-19_1_2017_0.pdf,全文 (PDF),https://web.archive.org/web/20221115051036/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI383_ES_SC-19_1_2017_0.pdf,摘要 (PDF)
120,December 2016,Education Bureau’s Regulation of Kindergarten Application Fees,https://web.archive.org/web/20190717055501/http://ofomb.ombudsman.hk/abc/files/DI373_full_E-19_12_2016.pdf,Report (PDF),,,2016年12月,教育局對幼稚園收取報名費的監管,https://web.archive.org/web/20220812155147/http://ofomb.ombudsman.hk/abc/files/DI373_full_TC-19_12_2016.pdf,全文 (PDF),,,2016年12月,教育局对幼稚园收取报名费的监管,https://web.archive.org/web/20211202223932/https://ofomb.ombudsman.hk/abc/files/DI373_full_SC-19_12_2016.pdf,全文 (PDF),,
119,September 2016,Lands Department’s System of Regularisation of Illegal Occupation of Government Land and Breach of Lease Conditions,,,https://web.archive.org/web/20190717055455/http://ofomb.ombudsman.hk/abc/files/DI371_ES_EN-13_9_2016.pdf,Summary (PDF),2016年9月,地政總署就非法佔用政府土地及違反地契條款的個案之規範化制度,https://web.archive.org/web/20190717142909/http://ofomb.ombudsman.hk/abc/files/DI371_full_TC-13_9_2016.pdf,全文 (PDF),https://web.archive.org/web/20220812154802/http://ofomb.ombudsman.hk/abc/files/DI371_ES_TC-13_9_2016.pdf,摘要 (PDF),2016年9月,地政总署就非法占用政府土地及违反地契条款的个案之规范化制度,https://web.archive.org/web/20211202213503/http://ofomb.ombudsman.hk/abc/files/DI371_full_SC-13_9_2016.pdf,全文 (PDF),https://web.archive.org/web/20221115055546/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI371_ES_SC-13_9_2016.pdf,摘要 (PDF)
118,September 2016,Temporary Closure of Public Swimming Pools / Beaches under Leisure and Cultural Services Department Due to Shortage of Lifeguards,,,https://web.archive.org/web/20190717143504/http://ofomb.ombudsman.hk/abc/files/DI368_ES_EN-13_9_2016.pdf,Summary (PDF),2016年9月,康樂及文化事務署公眾泳池／泳灘因救生員不足而須臨時關閉的問題,https://web.archive.org/web/20190717142723/http://ofomb.ombudsman.hk/abc/files/DI368_full_TC-13_9_2016.pdf,全文 (PDF),https://web.archive.org/web/20161020094357/http://ofomb.ombudsman.hk/abc/files/DI368_ES_TC-13_9_2016.pdf,摘要 (PDF),2016年9月,康乐及文化事务署公众泳池／泳滩因救生员不足而须临时关闭的问题,https://web.archive.org/web/20211202223437/http://ofomb.ombudsman.hk/abc/files/DI368_full_SC-13_9_2016.pdf,全文 (PDF),https://web.archive.org/web/20221115050944/https://www.ombudsman.hk/wp-content/uploads/2022/07/DI368_ES_SC-13_9_2016.pdf,摘要 (PDF)
