index,en_date,en_title,en_link_1,en_desc_1,en_link_2,en_desc_2,en_link_3,en_desc_3,tc_date,tc_title,tc_link_1,tc_desc_1,tc_link_2,tc_desc_2,sc_date,sc_title,sc_link_1,sc_desc_1,sc_link_2,sc_desc_2
36,May 2002,Education Department's Contingency and Relief Measures for the Secondary School Places Allocation Exercise 2001,https://web.archive.org/web/20220307204035/https://ofomb.ombudsman.hk/abc/files/5-2002-1.pdf,Report (PDF),https://web.archive.org/web/20040107160008/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2002_05_01.doc,Summary (Word),,,2002年5月,教育署為分配二零零一年中學學位而作出的應變及紓緩措施,https://web.archive.org/web/20110522141524/http://www.ombudsman.gov.hk/tc/concluded/2002_05_01.doc,摘要 (Word),,,2002年5月,教育署为分配二零零一年中学学位而作出的应变及纾缓措施,https://web.archive.org/web/20110522051650/http://www.ombudsman.gov.hk/sc/concluded/2002_05_01.doc,摘要 (Word),,
34,March 2002,Mechanism for Enforcing the Prohibition of Smoking in No Smoking Areas and Public Transport Carriers,http://ofomb.ombudsman.gov.hk/doc/3-2002-4.pdf,Report (PDF),https://web.archive.org/web/20040107114034/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2002_03_03.doc,Summary (Word),,,2002年3月,在禁煙區及公共交通工具上執行禁止吸煙法例的機制,https://web.archive.org/web/20110522141120/http://www.ombudsman.gov.hk/tc/concluded/2002_03_03.doc,摘要 (Word),,,2002年3月,在禁烟区及公交上运行禁止抽烟法例的机制,https://web.archive.org/web/20110522051422/http://www.ombudsman.gov.hk/sc/concluded/2002_03_03.doc,摘要 (Word),,
35,March 2002,Administration of Public Examinations,http://ofomb.ombudsman.gov.hk/doc/3-2002-1.pdf,Report (PDF),https://web.archive.org/web/20040107134918/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2002_03_02.doc,Summary (Word),,,2002年3月,公開考試安排,https://web.archive.org/web/20110522142258/http://www.ombudsman.gov.hk/tc/concluded/2002_03_02.doc,摘要 (Word),,,2002年3月,公开考试安排,https://web.archive.org/web/20110522051307/http://www.ombudsman.gov.hk/sc/concluded/2002_03_02.doc,摘要 (Word),,
33,March 2002,Management of Construction Projects by the Housing Authority and the Housing Department,http://ofomb.ombudsman.gov.hk/doc/3-2002-3.pdf,Report (PDF),https://web.archive.org/web/20040107130232/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2002_03_01.doc,Summary (Word),,,2002年3月,房屋委員會及房屋署管理建築工程事宜,https://web.archive.org/web/20110522141228/http://www.ombudsman.gov.hk/tc/concluded/2002_03_01.doc,摘要 (Word),,,2002年3月,房屋委员会及房屋署管理建筑工程事宜,https://web.archive.org/web/20110522051725/http://www.ombudsman.gov.hk/sc/concluded/2002_03_01.doc,摘要 (Word),,
32,June 2001,Procedures for Handling Travellers Suspected of Using False or Otherwise Suspect Travel Documents,http://ofomb.ombudsman.gov.hk/doc/6-2001-2.pdf,Report (PDF),https://web.archive.org/web/20040107155727/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2001_06_01.doc,Summary (Word),,,2001年6月,旅客涉嫌使用偽造或其他可疑旅行證件事宜的處理程序,https://web.archive.org/web/20110522141312/http://www.ombudsman.gov.hk/tc/concluded/2001_06_01.doc,摘要 (Word),,,2001年6月,旅客涉嫌使用伪造或其他可疑旅行证件事宜的处理程序,https://web.archive.org/web/20110522051240/http://www.ombudsman.gov.hk/sc/concluded/2001_06_01.doc,摘要 (Word),,
31,April 2001,"Procedures for Immigration Control of Persons who present themselves, are found or returned to Immigration Check Points without Proof of Identity",http://ofomb.ombudsman.gov.hk/doc/4-2001-1.pdf,Report (PDF),https://web.archive.org/web/20040107084324/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2001_04_01.doc,Summary (Word),,,2001年4月,沒有持身分證明文件而擬出／入境、或在出入境管制站被發現或被遣返香港的人出入境的管制程序,https://web.archive.org/web/20110522141336/http://www.ombudsman.gov.hk/tc/concluded/2001_04_01.doc,摘要 (Word),,,2001年4月,没有持身分证明文档而拟出／入境、或在出入境管制站被发现或被遣返香港的人出入境的管制程序,https://web.archive.org/web/20110522051436/http://www.ombudsman.gov.hk/sc/concluded/2001_04_01.doc,摘要 (Word),,
30,January 2001,Management of Government Crematoria,http://ofomb.ombudsman.gov.hk/doc/1-2001-1.pdf,Report (PDF),https://web.archive.org/web/20040806122037/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2001_01_01.doc,Summary (Word),,,2001年1月,政府火葬場的管理的,https://web.archive.org/web/20110522141622/http://www.ombudsman.gov.hk/tc/concluded/2001_01_01.doc,摘要 (Word),,,2001年1月,政府火葬场的管理的,https://web.archive.org/web/20110522051940/http://www.ombudsman.gov.hk/sc/concluded/2001_01_01.doc,摘要 (Word),,
29,November 2000,Clearance of Provisional Urban Council Tenants and Licence Holders affected by Land Development Corporation's Development Projects,http://ofomb.ombudsman.gov.hk/doc/11-2000-1.pdf,Report (PDF),https://web.archive.org/web/20040107101115/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2000_11_01.doc,Summary (Word),,,2000年11月,受土地發展公司發展計劃影響的臨時市政局設施租戶及檔戶的搬遷安排,https://web.archive.org/web/20110522141154/http://www.ombudsman.gov.hk/tc/concluded/2000_11_01.doc,摘要 (Word),,,2000年11月,受土地发展公司发展计划影响的临时市政局设施租户及档户的搬迁安排,https://web.archive.org/web/20110522051602/http://www.ombudsman.gov.hk/sc/concluded/2000_11_01.doc,摘要 (Word),,
28,September 2000,Selected Issues Concerning the Provision of Retraining Courses by the Employees Retraining Board,http://ofomb.ombudsman.gov.hk/doc/9-2000-1.pdf,Report (PDF),https://web.archive.org/web/20040107151018/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2000_09_01.doc,Summary (Word),,,2000年9月,僱員再培訓局提供再培訓課程的若干問題,https://web.archive.org/web/20110522141649/http://www.ombudsman.gov.hk/tc/concluded/2000_09_01.doc,摘要 (Word),,,2000年9月,雇员再培训局提供再培训课程的若干问题,https://web.archive.org/web/20110522052002/http://www.ombudsman.gov.hk/sc/concluded/2000_09_01.doc,摘要 (Word),,
27,August 2000,Regulatory Mechanism for Local Travel Agents for Inbound Tours,http://ofomb.ombudsman.gov.hk/doc/7-2000-1.pdf,Report (PDF),https://web.archive.org/web/20040107101642/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/2000_08_01.doc,Summary (Word),,,2000年8月,本地旅行代理商營辦訪港旅行團事宜的監管機制,https://web.archive.org/web/20110522141145/http://www.ombudsman.gov.hk/tc/concluded/2000_08_01.doc,摘要 (Word),,,2000年8月,本地旅行代理商营办访港旅行团事宜的监管机制,https://web.archive.org/web/20110522051644/http://www.ombudsman.gov.hk/sc/concluded/2000_08_01.doc,摘要 (Word),,
26,May 2000,Provision and Management of Private Medical and Dental Clinic Services in Public Housing estates,http://ofomb.ombudsman.gov.hk/doc/5-2000-1.pdf,Report (PDF),https://web.archive.org/web/20040107153935/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/esrpmpmdcsb.doc,Summary (Word),,,2000年5月,公共屋村內私家診所及牙醫診所服務的提供和管理情況,https://web.archive.org/web/20110522141302/http://www.ombudsman.gov.hk/tc/concluded/2000_05_02.doc,摘要 (Word),,,2000年5月,公共屋村内私家诊所及牙医诊所服务的提供和管理情况,https://web.archive.org/web/20091229101905/http://www.ombudsman.gov.hk/sc/concluded/2000_05_02.doc,摘要 (Word),,
25,May 2000,"Regulatory Mechanism for the Import/Export, Storage and Transportation of Used Motor Vehicles/Cycles and Related Spare Parts",http://ofomb.ombudsman.gov.hk/doc/5-2000-2.pdf,Report (PDF),https://web.archive.org/web/20040107113943/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/esrmiesta.doc,Summary (Word),,,2000年5月,二手汽車／電單車及相關零件進出口、貯存及運載事宜的監管機制,https://web.archive.org/web/20110522142315/http://www.ombudsman.gov.hk/tc/concluded/2000_05_01.doc,摘要 (Word),,,2000年5月,二手汽车／电单车及相关零件进出口、贮存及运载事宜的监管机制,https://web.archive.org/web/20110522051719/http://www.ombudsman.gov.hk/sc/concluded/2000_05_01.doc,摘要 (Word),,
24,November 1999,Registration and Inspection of Kindergartens,http://ofomb.ombudsman.gov.hk/doc/11-1999-1.pdf,Report (PDF),https://web.archive.org/web/20110522145727/http://www.ombudsman.gov.hk/concluded/1999_11.doc,Summary (Word),,,1999年11月,幼稚園的註冊及視察,https://web.archive.org/web/20110522145956/http://www.ombudsman.gov.hk/tc/concluded/1999_11_01.doc,摘要 (Word),,,1999年11月,幼稚园的注册及视察,https://web.archive.org/web/20110522081317/http://www.ombudsman.gov.hk/sc/concluded/1999_11_01.doc,摘要 (Word),,
23,January 1999,Issue Pertaining to Imported Pharmaceutical Products,http://ofomb.ombudsman.gov.hk/doc/1-1999-1.pdf,Report (PDF),https://web.archive.org/web/20040107161928/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/1999_01_01.doc,Summary (Word),,,1999年1月,有關進口藥劑製品的事宜,https://web.archive.org/web/20110522145840/http://www.ombudsman.gov.hk/tc/concluded/1999_01_02.doc,摘要 (Word),,,1999年1月,有关进口药剂制品的事宜,https://web.archive.org/web/20110522081333/http://www.ombudsman.gov.hk/sc/concluded/1999_01_02.doc,摘要 (Word),,
22,January 1999,Restaurant Licensing System,http://ofomb.ombudsman.gov.hk/doc/1-1999-2.pdf,Report (PDF),https://web.archive.org/web/20040107105014/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/1999_01_02.doc,Summary (Word),,,1999年1月,食肆發牌制度,https://web.archive.org/web/20110522145939/http://www.ombudsman.gov.hk/tc/concluded/1999_01_03.doc,摘要 (Word),,,1999年1月,饭馆发牌制度,https://web.archive.org/web/20110522081340/http://www.ombudsman.gov.hk/sc/concluded/1999_01_03.doc,摘要 (Word),,
21,January 1999,Commissioning and Operation of New Airport at Chek Lap Kok,http://www.ombudsman.gov.hk/concluded/toc_sum.rtf,Table of contents (RTF),https://web.archive.org/web/20040107115531/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/exe_sum.doc,Summary (Word),http://www.ombudsman.gov.hk/concluded/abb_sum.rtf,Abbreviations (RTF),1999年1月,赤立新機場的籌備啟用及實際運作,https://web.archive.org/web/20110522150049/http://www.ombudsman.gov.hk/tc/concluded/clk_cov.doc,目錄 (Word),https://web.archive.org/web/20110522145853/http://www.ombudsman.gov.hk/tc/concluded/clk_main.doc,摘要 (Word),1999年1月,赤立新机场的筹备启用及实际运作,https://web.archive.org/web/20110522081403/http://www.ombudsman.gov.hk/sc/concluded/clk_cov.doc,目录 (Word),https://web.archive.org/web/20110522081230/http://www.ombudsman.gov.hk/sc/concluded/clk_main.doc,摘要 (Word)
20,January 1999,Registration of Tutorial Schools,http://ofomb.ombudsman.gov.hk/doc/1-1999-3.pdf,Report (PDF),https://web.archive.org/web/20040806130927/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/1999_01.doc,Summary (Word),,,1999年1月,補習學校註冊事宜,https://web.archive.org/web/20110522150036/http://www.ombudsman.gov.hk/tc/concluded/1999_01_01.doc,摘要 (Word),,,1999年1月,补习学校注册事宜,https://web.archive.org/web/20110522081325/http://www.ombudsman.gov.hk/sc/concluded/1999_01_01.doc,摘要 (Word),,
19,December 1998,"Recovery of public rental flats under the Home Ownership Scheme, the Private Sector Participation Scheme and the Home Purchase Loan Scheme by the Housing Department",https://web.archive.org/web/20040107134220/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/1998_12.doc,Summary (Word),,,,,1998年12月,房屋署根據居者有其屋計劃、私人機構參建居屋計劃及自置居所貸款計劃收回租住公屋單位,https://web.archive.org/web/20110522145812/http://www.ombudsman.gov.hk/tc/concluded/1998_12_01.doc,摘要 (Word),,,1998年12月,房屋署根据居者有其屋计划、私人机构参建居屋计划及自置居所贷款计划收回租住公屋单位,https://web.archive.org/web/20110522081301/http://www.ombudsman.gov.hk/sc/concluded/1998_12_01.doc,摘要 (Word),,
18,September 1998,Handling of Trade Documents by Trade Department,https://web.archive.org/web/20040107115045/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/1998_09.doc,Summary (Word),,,,,1998年9月,關於貿易署處理貿易文件事宜,https://web.archive.org/web/20110522150023/http://www.ombudsman.gov.hk/tc/concluded/1998_09_01.doc,摘要 (Word),,,1998年9月,关于贸易署处理贸易文档事宜,https://web.archive.org/web/20110522081356/http://www.ombudsman.gov.hk/sc/concluded/1998_09_01.doc,摘要 (Word),,
17,July 1998,Dispensary Service of the Department of Health,http://ofomb.ombudsman.gov.hk/doc/7-1998-1.pdf,Report (PDF),http://www.ombudsman.gov.hk/concluded/1998_07.zip,Summary (ZIP),,,1998年7月,衛生署轄下藥房的配藥服務,http://ofomb.ombudsman.gov.hk/doc/c7-1998-1.pdf,摘要 (PDF),,,1998年7月,卫生署辖下药房的配药服务,http://ofomb.ombudsman.gov.hk/doc/c7-1998-1.pdf,摘要 (PDF),,
16,June 1998,Charging of Management Fees in Home Ownership Scheme Estates Managed by Housing Department,http://ofomb.ombudsman.gov.hk/doc/6-1998-1.pdf,Report (PDF),,,,,1998年6月,關於房屋署就其管理的居者有其屋計劃屋苑收取管理費事宜,https://web.archive.org/web/20110522150058/http://www.ombudsman.gov.hk/tc/concluded/1998_06_01.doc,摘要 (Word),,,1998年6月,关于房屋署就其管理的居者有其屋计划屋苑收取管理费事宜,https://web.archive.org/web/20110522081255/http://www.ombudsman.gov.hk/sc/concluded/1998_06_01.doc,摘要 (Word),,
15,January 1998,Co-ordination between the Drainage Services Department and Environment Protection Department over the Protection of Public Beaches from being Polluted by Sewage Discharges,http://ofomb.ombudsman.gov.hk/doc/1-1998-1.pdf,Report (PDF),https://web.archive.org/web/20040107174454/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/1998_01.doc,Summary (Word),,,1998年1月,關於渠務署與環境保護署在防止公眾泳灘免受污水污染方面的協調情況,http://ofomb.ombudsman.gov.hk/doc/c1-1998-1.pdf,摘要 (PDF),,,1998年1月,关于渠务署与环境保护署在防止公众泳滩免受污水污染方面的协调情况,http://ofomb.ombudsman.gov.hk/doc/c1-1998-1.pdf,摘要 (PDF),,
14,December 1997,Taxi Licensing System,http://ofomb.ombudsman.gov.hk/doc/12-1997-1.pdf,Report (PDF),https://web.archive.org/web/20040107115838/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/1997_12.doc,Summary (Word),,,1997年12月,的士發牌制度,https://web.archive.org/web/20110522145828/http://www.ombudsman.gov.hk/tc/concluded/1997_12_01.doc,摘要 (Word),,,1997年12月,计程车发牌制度,https://web.archive.org/web/20110522081310/http://www.ombudsman.gov.hk/sc/concluded/1997_12_01.doc,摘要 (Word),,
13,October 1997,Issue and Sale of Special Stamps and Philatelic Products,http://ofomb.ombudsman.gov.hk/doc/10-1997-1.pdf,Report (PDF),https://web.archive.org/web/20040107165055/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/1997_10.doc,Summary (Word),,,1997年10月,發售特別郵票及具集郵價值物品,https://web.archive.org/web/20110522145759/http://www.ombudsman.gov.hk/tc/concluded/1997_10_01.doc,摘要 (Word),,,1997年10月,发售特别邮票及具集邮价值物品,https://web.archive.org/web/20110522081411/http://www.ombudsman.gov.hk/sc/concluded/1997_10_01.doc,摘要 (Word),,
12,September 1997,Arrangement for the Closure of Schools due to Heavy Persistent Rain,https://web.archive.org/web/20040107115551/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/1997_09.doc,Summary (Word),,,,,1997年9月,因豪雨持續降下而作出的學校停課安排,https://web.archive.org/web/20110522150110/http://www.ombudsman.gov.hk/tc/concluded/1997_09_01.doc,摘要 (Word),,,1997年9月,因豪雨持续降下而作出的学校停课安排,https://web.archive.org/web/20110522081247/http://www.ombudsman.gov.hk/sc/concluded/1997_09_01.doc,摘要 (Word),,
11,August 1997,Fisheries Development Loan Fund Administered by the Agriculture and Fisheries Department,https://web.archive.org/web/20040806125947/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/1997_08.doc,Summary (Word),,,,,1997年8月,漁業發展貸款基金,https://web.archive.org/web/20110522150011/http://www.ombudsman.gov.hk/tc/concluded/1997_08_01.doc,摘要 (Word),,,1997年8月,渔业发展贷款基金,https://web.archive.org/web/20110522081224/http://www.ombudsman.gov.hk/sc/concluded/1997_08_01.doc,摘要 (Word),,
10,June 1997,Government Telephone Enquiry Hotline Services,,,,,,,1997年6月,政府部門電話查詢「熱線」服務,,,,,1997年6月,政府部门电话搜索「热线」服务,,,,
9,April 1997,Complaint against the Education Department for Delay in Processing a Student’s Application to Attend a Hearing-impaired Class,https://web.archive.org/web/20040806135946/http://www.ombudsman.gov.hk/english/06_direct_investigation/doc_07/1997_04.doc,Summary (Word),,,,,1997年4月,延誤辦理一名弱聽學童要求入讀特殊學校的申請,https://web.archive.org/web/20110522145928/http://www.ombudsman.gov.hk/tc/concluded/1997_04_01.doc,摘要 (Word),,,1997年4月,延误办理一名弱听学童要求入读特殊学校的申请,https://web.archive.org/web/20110522081349/http://www.ombudsman.gov.hk/sc/concluded/1997_04_01.doc,摘要 (Word),,
8,January 1997,Selected Issues on General Out-patient Service in Public Clinics and Hospitals,http://ofomb.ombudsman.gov.hk/doc/1-1997-1.pdf,Report (PDF),,,,,1997年1月,若干有關診療所及公營醫院普通科門診服務方面的問題,http://ofomb.ombudsman.gov.hk/doc/c1-1997-1.pdf,摘要 (PDF),,,1997年1月,若干有关诊疗所及公营医院普通科门诊服务方面的问题,http://ofomb.ombudsman.gov.hk/doc/c1-1997-1.pdf,摘要 (PDF),,
7,January 1997,Co-ordination between Social Welfare Department and Housing Department in Processing Application for Housing Transfer on Social Grounds,,,,,,,1997年1月,社會福利署與房屋署在處理公屋住戶以生活上的理由提出調遷申請方面的協調問題,,,,,1997年1月,社会福利署与房屋署在处理公屋住户以生活上的理由提出调迁申请方面的协调问题,,,,
6,September 1996,Problem of Water Main Bursts,http://ofomb.ombudsman.gov.hk/doc/9-1996-1.pdf,Report (PDF),,,,,1996年9月,水管爆裂問題,http://ofomb.ombudsman.gov.hk/doc/c9-1996-1.pdf,摘要 (PDF),,,1996年9月,水管爆裂问题,http://ofomb.ombudsman.gov.hk/doc/c9-1996-1.pdf,摘要 (PDF),,
5,July 1996,Provision of EVA and FSI for Public and Private Building Developments,http://ofomb.ombudsman.gov.hk/doc/7-1996-1.pdf,Report (PDF),,,,,1996年7月,公共及私人建築物緊急車輛通道及消防裝置,http://ofomb.ombudsman.gov.hk/doc/c7-1996-1.pdf,摘要 (PDF),,,1996年7月,公共及私人建筑物紧急车辆通道及消防装置,http://ofomb.ombudsman.gov.hk/doc/c7-1996-1.pdf,摘要 (PDF),,
4,February 1996,Unauthorized Building Works in New Territories Exempted Houses,http://ofomb.ombudsman.gov.hk/doc/2-1996-1.pdf,Report (PDF),,,,,1996年2月,新界豁免管制屋宇違例建築工程,http://ofomb.ombudsman.gov.hk/doc/c2-1996-1.pdf,摘要 (PDF),,,1996年2月,新界豁免管制屋宇违例建筑工程,http://ofomb.ombudsman.gov.hk/doc/c2-1996-1.pdf,摘要 (PDF),,
3,December 1995,Accommodation for Foreign Domestic Helpers,,,,,,,1995年12月,外地家庭傭工住宿安排,,,,,1995年12月,外地家庭佣工住宿安排,,,,
2,August 1995,Overcrowding Relief in Public Housing,http://ofomb.ombudsman.gov.hk/doc/8-1995-1.pdf,Report (PDF),,,,,1995年8月,紓緩公共房屋擠迫居住環境的安排,http://ofomb.ombudsman.gov.hk/doc/c8-1995-1.pdf,摘要 (PDF),,,1995年8月,纾缓公共房屋挤迫居住环境的安排,http://ofomb.ombudsman.gov.hk/doc/c8-1995-1.pdf,摘要 (PDF),,
1,April 1995,Unauthorised Building Works (UBW),http://ofomb.ombudsman.gov.hk/doc/4-1995-1.pdf,Report (PDF),,,,,1995年4月,違例建築工程,http://ofomb.ombudsman.gov.hk/doc/c4-1995-1.pdf,摘要 (PDF),,,1995年4月,违例建筑工程,http://ofomb.ombudsman.gov.hk/doc/c4-1995-1.pdf,摘要 (PDF),,
