index,date,en_link,en_title,tc_link,tc_title,sc_link,sc_title
15,2002/2003,https://web.archive.org/web/20110522055534/http://www.ombudsman.gov.hk/yr15/EAnn13.pdf,Annex 13: Panel of Professional Advisers (PDF),https://web.archive.org/web/20110522060220/http://www.ombudsman.gov.hk/yr15/CAnn13.pdf,附件13：專業顧問名單 (PDF),https://web.archive.org/web/20110522053344/http://www.ombudsman.gov.hk/yr15/GB-Ann13.pdf,附件13：专业顾问名单 (PDF)
15,2002/2003,https://web.archive.org/web/20110522060416/http://www.ombudsman.gov.hk/yr15/EAnn14.pdf,Annex 14: Visits to the Office of The Ombudsman (PDF),https://web.archive.org/web/20110522053424/http://www.ombudsman.gov.hk/yr15/CAnn14.pdf,附件14：申訴專員公署的訪客 (PDF),https://web.archive.org/web/20110522054546/http://www.ombudsman.gov.hk/yr15/GB-Ann14.pdf,附件14：申诉专员公署的访客 (PDF)
15,2002/2003,https://web.archive.org/web/20110522053644/http://www.ombudsman.gov.hk/yr15/EAnn15.pdf,Annex 15: Conferences and Duty Visits (PDF),https://web.archive.org/web/20110522052816/http://www.ombudsman.gov.hk/yr15/CAnn15.pdf,附件15：會議及考察 (PDF),https://web.archive.org/web/20110522055342/http://www.ombudsman.gov.hk/yr15/GB-Ann15.pdf,附件15：会议及考察 (PDF)
15,2002/2003,https://web.archive.org/web/20110522053128/http://www.ombudsman.gov.hk/yr15/E-Table01.pdf,Table 1: Caseload (PDF),https://web.archive.org/web/20110522052755/http://www.ombudsman.gov.hk/yr15/C-Table01.pdf,圖表1：個案數字 (PDF),https://web.archive.org/web/20110522055742/http://www.ombudsman.gov.hk/yr15/GB-Table-01.pdf,图表1：个案数字 (PDF)
15,2002/2003,https://web.archive.org/web/20110522052625/http://www.ombudsman.gov.hk/yr15/E-Table02.pdf,Table 2: Enquiries/Complaints Received (PDF),https://web.archive.org/web/20110522052733/http://www.ombudsman.gov.hk/yr15/C-Table02.pdf,圖表2：接到的查詢/投訴數目 (PDF),https://web.archive.org/web/20110522053114/http://www.ombudsman.gov.hk/yr15/GB-Table-02.pdf,图表2：接到的查询/投诉数目 (PDF)
15,2002/2003,https://web.archive.org/web/20110522055754/http://www.ombudsman.gov.hk/yr15/E-Table03.pdf,Table 3: Distribution of Enquiries/Complaints (PDF),https://web.archive.org/web/20110522053609/http://www.ombudsman.gov.hk/yr15/C-Table03.pdf,圖表3：查詢/投訴的分布情況 (PDF),https://web.archive.org/web/20110522052557/http://www.ombudsman.gov.hk/yr15/GB-Table-03.pdf,图表3：查询/投诉的分布情况 (PDF)
15,2002/2003,https://web.archive.org/web/20110522052722/http://www.ombudsman.gov.hk/yr15/E-Table04.pdf,Table 4: Enquiries: Top Ten Organisations (PDF),https://web.archive.org/web/20110522055009/http://www.ombudsman.gov.hk/yr15/C-Table04.pdf,圖表4：最多人查詢的10個機構 (PDF),https://web.archive.org/web/20110522055914/http://www.ombudsman.gov.hk/yr15/GB-Table-04.pdf,图表4：最多人查询的10个机构 (PDF)
15,2002/2003,https://web.archive.org/web/20110522054707/http://www.ombudsman.gov.hk/yr15/E-Table05.pdf,Table 5: Complaints: Top Ten Organisations (PDF),https://web.archive.org/web/20110522055649/http://www.ombudsman.gov.hk/yr15/C-Table05.pdf,圖表5：最多人投訴的10個機構 (PDF),https://web.archive.org/web/20110522060032/http://www.ombudsman.gov.hk/yr15/GB-Table-05.pdf,图表5：最多人投诉的10个机构 (PDF)
15,2002/2003,https://web.archive.org/web/20110522055037/http://www.ombudsman.gov.hk/yr15/E-Table06.pdf,Table 6: Nature of Complaints Concluded (PDF),https://web.archive.org/web/20110522054819/http://www.ombudsman.gov.hk/yr15/C-Table06.pdf,圖表6：已終結的投訴個案性質 (PDF),https://web.archive.org/web/20110522060022/http://www.ombudsman.gov.hk/yr15/GB-Table-06.pdf,图表6：已終结的投诉个案性质 (PDF)
15,2002/2003,https://web.archive.org/web/20110522054930/http://www.ombudsman.gov.hk/yr15/E-Table07.pdf,Table 7: Classification of Complaints Concluded (PDF),https://web.archive.org/web/20110522053543/http://www.ombudsman.gov.hk/yr15/C-Table07.pdf,圖表7：已終結的投訴個案分類 (PDF),https://web.archive.org/web/20110522053038/http://www.ombudsman.gov.hk/yr15/GB-Table-07.pdf,图表7：已终结的投诉个案分类 (PDF)
15,2002/2003,https://web.archive.org/web/20110522060442/http://www.ombudsman.gov.hk/yr15/E-Table08.pdf,Table 8: Result of Complaints Investigated (PDF),https://web.archive.org/web/20110522054908/http://www.ombudsman.gov.hk/yr15/C-Table08.pdf,圖表8：正式調查的投訴個案結果 (PDF),https://web.archive.org/web/20110522060552/http://www.ombudsman.gov.hk/yr15/GB-Table-08.pdf,图表8：正式调查的投诉个案结果 (PDF)
15,2002/2003,https://web.archive.org/web/20110522053049/http://www.ombudsman.gov.hk/yr15/E-Table09.pdf,Table 9: Result of Complaints Concluded by Rendering Assistance Clarification (PDF),https://web.archive.org/web/20110522060237/http://www.ombudsman.gov.hk/yr15/C-Table09.pdf,圖表9：以提供協助/作出澄清的方法終結的投訴個案結果 (PDF),https://web.archive.org/web/20110522054629/http://www.ombudsman.gov.hk/yr15/GB-Table-09.pdf,图表9：以提供协助/作出澄清的方法终结的投诉个案结果 (PDF)
15,2002/2003,https://web.archive.org/web/20110522060053/http://www.ombudsman.gov.hk/yr15/E-Table10.pdf,Table 10A: Processing Time of Complaints Concluded (PDF),https://web.archive.org/web/20110522060529/http://www.ombudsman.gov.hk/yr15/C-Table10.pdf,圖表10A：終結投訴個案所需的時間 (PDF),https://web.archive.org/web/20110522053743/http://www.ombudsman.gov.hk/yr15/GB-Table-10.pdf,图表10A：终结投诉个案所需的时间 (PDF)
15,2002/2003,https://web.archive.org/web/20110522060053/http://www.ombudsman.gov.hk/yr15/E-Table10.pdf,Table 10B: Processing Time for Investigated and Non-Investigated Complaints (PDF),https://web.archive.org/web/20110522060529/http://www.ombudsman.gov.hk/yr15/C-Table10.pdf,圖表10B：處理投訴個案（正式調查及並非正式調查）所需的時間 (PDF),https://web.archive.org/web/20110522053743/http://www.ombudsman.gov.hk/yr15/GB-Table-10.pdf,图表10B：处理投诉个案（正式调查及并非正式调查）所需的时间 (PDF)
15,2002/2003,https://web.archive.org/web/20110522060257/http://www.ombudsman.gov.hk/yr15/E-SnapShots.pdf,Snapshots (PDF),https://web.archive.org/web/20110522055949/http://www.ombudsman.gov.hk/yr15/C-SnapShots.pdf,要事剪影 (PDF),https://web.archive.org/web/20110522055839/http://www.ombudsman.gov.hk/yr15/GB-SnapShots.pdf,要事剪影 (PDF)
15,2002/2003,https://web.archive.org/web/20040107142205/http://www.ombudsman.gov.hk/english/07_annual_reports/E-Summary.pdf,Summary (PDF),https://web.archive.org/web/20030819104204/http://www.ombudsman.gov.hk/chinese/07_annual_reports/C-Summary.pdf,摘要 (PDF),,
14,2001/2002,https://web.archive.org/web/20040806124217/http://www.ombudsman.gov.hk/english/07_annual_reports/toc.pdf,Table of Contents (PDF),https://web.archive.org/web/20030819073437/http://www.ombudsman.gov.hk/chinese/07_annual_reports/ctoc.pdf,目錄 (PDF),https://web.archive.org/web/20110522040755/http://www.ombudsman.gov.hk/sc/annual/14_sc_summary.doc,摘要 (Word)
14,2001/2002,https://web.archive.org/web/20040806141419/http://www.ombudsman.gov.hk/english/07_annual_reports/hib.pdf,History in Brief (PDF),https://web.archive.org/web/20110522071030/http://www.ombudsman.gov.hk/tc/annual/14_tc_content_2.pdf,大事紀要 (PDF),,
14,2001/2002,https://web.archive.org/web/20030512171825/http://www.ombudsman.gov.hk/english/07_annual_reports/or.pdf,The Ombudsman's Review (PDF),https://web.archive.org/web/20030819065250/http://www.ombudsman.gov.hk/chinese/07_annual_reports/cor.pdf,緒言 (PDF),,
14,2001/2002,https://web.archive.org/web/20040107110148/http://www.ombudsman.gov.hk/english/07_annual_reports/ch1.pdf,Chapter 1 (PDF),https://web.archive.org/web/20030819101239/http://www.ombudsman.gov.hk/chinese/07_annual_reports/cch1.pdf,第一章 (PDF),,
14,2001/2002,https://web.archive.org/web/20040107161834/http://www.ombudsman.gov.hk/english/07_annual_reports/ch2.pdf,Chapter 2 (PDF),https://web.archive.org/web/20040319000206/http://www.ombudsman.gov.hk/chinese/07_annual_reports/cch2.pdf,第二章 (PDF),,
14,2001/2002,https://web.archive.org/web/20040107093605/http://www.ombudsman.gov.hk/english/07_annual_reports/ch3.pdf,Chapter 3 (PDF),https://web.archive.org/web/20030513235036/http://www.ombudsman.gov.hk/chinese/07_annual_reports/cch3.pdf,第三章 (PDF),,
14,2001/2002,https://web.archive.org/web/20040107161709/http://www.ombudsman.gov.hk/english/07_annual_reports/ch4.pdf,Chapter 4 (PDF),https://web.archive.org/web/20030819080216/http://www.ombudsman.gov.hk/chinese/07_annual_reports/cch4.pdf,第四章 (PDF),,
14,2001/2002,https://web.archive.org/web/20040107115322/http://www.ombudsman.gov.hk/english/07_annual_reports/ch5.pdf,Chapter 5 (PDF),https://web.archive.org/web/20030514095413/http://www.ombudsman.gov.hk/chinese/07_annual_reports/cch5.pdf,第五章 (PDF),,
14,2001/2002,https://web.archive.org/web/20040107134723/http://www.ombudsman.gov.hk/english/07_annual_reports/ch6.pdf,Chapter 6 (PDF),https://web.archive.org/web/20030819072839/http://www.ombudsman.gov.hk/chinese/07_annual_reports/cch6.pdf,第六章 (PDF),,
14,2001/2002,https://web.archive.org/web/20040806122754/http://www.ombudsman.gov.hk/english/07_annual_reports/ch7.pdf,Chapter 7 (PDF),https://web.archive.org/web/20030819052358/http://www.ombudsman.gov.hk/chinese/07_annual_reports/cch7.pdf,第七章 (PDF),,
14,2001/2002,https://web.archive.org/web/20040503120504/http://www.ombudsman.gov.hk/english/07_annual_reports/esum1.doc,Summary (Word),https://web.archive.org/web/20030819065445/http://www.ombudsman.gov.hk/chinese/07_annual_reports/csum1.doc,摘要 (Word),,
13,2000/2001,https://web.archive.org/web/20041206121926/http://ombudsman.gov.hk/english/07_annual_reports/13th.html,Summary,https://web.archive.org/web/20041206215831/http://ombudsman.gov.hk/chinese/07_annual_reports/13th.html,摘要,,
12,1999/2000,https://web.archive.org/web/20041206120853/http://ombudsman.gov.hk/english/07_annual_reports/12th.html,Summary,https://web.archive.org/web/20041206215303/http://ombudsman.gov.hk/chinese/07_annual_reports/12th.html,摘要,,
11,1998/1999,https://web.archive.org/web/20041206052304/http://ombudsman.gov.hk/english/07_annual_reports/11th.html,Summary,https://web.archive.org/web/20041206214807/http://ombudsman.gov.hk/chinese/07_annual_reports/11th.html,摘要,,
10,1997/1998,https://web.archive.org/web/20041206132955/http://ombudsman.gov.hk/english/07_annual_reports/10th.html,Summary,https://web.archive.org/web/20041206214250/http://ombudsman.gov.hk/chinese/07_annual_reports/10th.html,摘要,,
9,1996/1997,https://web.archive.org/web/20041206125229/http://ombudsman.gov.hk/english/07_annual_reports/9th.html,Summary,https://web.archive.org/web/20041206211716/http://ombudsman.gov.hk/chinese/07_annual_reports/9th.html,摘要,,
8,1995/1996,https://web.archive.org/web/20041206124332/http://ombudsman.gov.hk/english/07_annual_reports/8th.html,Summary,,,,
